"Anno accademico","Ateneo","Classe","Immatricolati","Area","Città","Provincia","Regione","Area geografica","Tipo","Fondazione"
"2003/2004","Università degli Studi G. d'Annunzio CHIETI-PESCARA","46/S - Specialistiche in medicina e chirurgia",137,"Sanitaria","Chieti - Pescara","Chieti - Pescara","Abruzzo","Sud","Pubblica",1960
"2003/2004","Università degli Studi G. d'Annunzio CHIETI-PESCARA","5 - Lettere",107,"Umanistica","Chieti - Pescara","Chieti - Pescara","Abruzzo","Sud","Pubblica",1960
"2003/2004","Università degli Studi G. d'Annunzio CHIETI-PESCARA","52/S - Specialistiche in odontoiatria e protesi dentaria",36,"Sanitaria","Chieti - Pescara","Chieti - Pescara","Abruzzo","Sud","Pubblica",1960
"2003/2004","Università degli Studi G. d'Annunzio CHIETI-PESCARA","6 - Scienze del servizio sociale",555,"Sociale","Chieti - Pescara","Chieti - Pescara","Abruzzo","Sud","Pubblica",1960
"2003/2004","Università degli Studi G. d'Annunzio CHIETI-PESCARA","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",659,"Sanitaria","Chieti - Pescara","Chieti - Pescara","Abruzzo","Sud","Pubblica",1960
"2003/2004","Università degli Studi G. d'Annunzio CHIETI-PESCARA","SNT/2 - Professioni sanitarie della riabilitazione",506,"Sanitaria","Chieti - Pescara","Chieti - Pescara","Abruzzo","Sud","Pubblica",1960
"2003/2004","Università degli Studi G. d'Annunzio CHIETI-PESCARA","SNT/3 - Professioni sanitarie tecniche",519,"Sanitaria","Chieti - Pescara","Chieti - Pescara","Abruzzo","Sud","Pubblica",1960
"2003/2004","Università degli Studi G. d'Annunzio CHIETI-PESCARA","SNT/4 - Professioni sanitarie della prevenzione",263,"Sanitaria","Chieti - Pescara","Chieti - Pescara","Abruzzo","Sud","Pubblica",1960
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","1 - Biotecnologie",196,"Scientifica","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","14/S - Specialistiche in farmacia e farmacia industriale",92,"Sanitaria","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","17 - Scienze dell'economia e della gestione aziendale",200,"Sociale","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","19 - Scienze dell'amministrazione",140,"Sociale","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","31 - Scienze giuridiche",562,"Sociale","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","33 - Scienze delle attivita motorie e sportive",338,"Scientifica","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","40 - Scienze e tecnologie zootecniche e delle produzioni animali",17,"Scientifica","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","46/S - Specialistiche in medicina e chirurgia",61,"Sanitaria","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","52/S - Specialistiche in odontoiatria e protesi dentaria",11,"Sanitaria","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","6 - Scienze del servizio sociale",264,"Sociale","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","9 - Ingegneria dell'informazione",98,"Scientifica","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",437,"Sanitaria","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","SNT/2 - Professioni sanitarie della riabilitazione",95,"Sanitaria","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","SNT/3 - Professioni sanitarie tecniche",53,"Sanitaria","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Magna Graecia di CATANZARO","SNT/4 - Professioni sanitarie della prevenzione",23,"Sanitaria","Catanzaro","Catanzaro","Calabria","Sud","Pubblica",1998
"2003/2004","Università degli Studi Mediterranea di REGGIO CALABRIA","20 - Scienze e tecnologie agrarie, agroalimentari e forestali",291,"Scientifica","Reggio Calabria","Reggio Calabria","Calabria","Sud","Pubblica",1968
"2003/2004","Università degli Studi Mediterranea di REGGIO CALABRIA","31 - Scienze giuridiche",641,"Sociale","Reggio Calabria","Reggio Calabria","Calabria","Sud","Pubblica",1968
"2003/2004","Università degli Studi Mediterranea di REGGIO CALABRIA","4 - Scienze dell'architettura e dell'ingegneria edile",433,"Scientifica","Reggio Calabria","Reggio Calabria","Calabria","Sud","Pubblica",1968
"2003/2004","Università degli Studi Mediterranea di REGGIO CALABRIA","7 - Urbanistica e scienze della pianificazione territoriale e ambientale",36,"Scientifica","Reggio Calabria","Reggio Calabria","Calabria","Sud","Pubblica",1968
"2003/2004","Università degli Studi Mediterranea di REGGIO CALABRIA","8 - Ingegneria civile e ambientale",114,"Scientifica","Reggio Calabria","Reggio Calabria","Calabria","Sud","Pubblica",1968
"2003/2004","Università degli Studi Mediterranea di REGGIO CALABRIA","9 - Ingegneria dell'informazione",233,"Scientifica","Reggio Calabria","Reggio Calabria","Calabria","Sud","Pubblica",1968
"2003/2004","Università degli Studi INSUBRIA Varese-Como","1 - Biotecnologie",37,"Scientifica","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","12 - Scienze biologiche",159,"Scientifica","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","13 - Scienze dei beni culturali",34,"Umanistica","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","14 - Scienze della comunicazione",127,"Sociale","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","17 - Scienze dell'economia e della gestione aziendale",304,"Sociale","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","21 - Scienze e tecnologie chimiche",34,"Scientifica","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","25 - Scienze e tecnologie fisiche",13,"Scientifica","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","26 - Scienze e tecnologie informatiche",135,"Scientifica","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","27 - Scienze e tecnologie per l'ambiente e la natura",91,"Scientifica","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","28 - Scienze economiche",103,"Sociale","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","31 - Scienze giuridiche",286,"Sociale","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","32 - Scienze matematiche",17,"Scientifica","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","33 - Scienze delle attivita motorie e sportive",85,"Scientifica","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","39 - Scienze del turismo",133,"Sociale","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","46/S - Specialistiche in medicina e chirurgia",91,"Sanitaria","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","52/S - Specialistiche in odontoiatria e protesi dentaria",17,"Sanitaria","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","8 - Ingegneria civile e ambientale",137,"Scientifica","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",207,"Sanitaria","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","SNT/2 - Professioni sanitarie della riabilitazione",147,"Sanitaria","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi INSUBRIA Varese-Como","SNT/3 - Professioni sanitarie tecniche",77,"Sanitaria","Varese - Como","Varese - Como","Lombardia","Nord","Pubblica",1998
"2003/2004","Università degli Studi Internazionali di Roma (UNINT)","15 - Scienze politiche e delle relazioni internazionali",132,"Sociale","Roma","Roma","Lazio","Centro","Privata",1996
"2003/2004","Università degli Studi Internazionali di Roma (UNINT)","17 - Scienze dell'economia e della gestione aziendale",24,"Sociale","Roma","Roma","Lazio","Centro","Privata",1996
"2003/2004","Università degli Studi Internazionali di Roma (UNINT)","3 - Scienze della mediazione linguistica",46,"Umanistica","Roma","Roma","Lazio","Centro","Privata",1996
"2003/2004","Università degli Studi ROMA TRE","10 - Ingegneria industriale",133,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","11 - Lingue e culture moderne",741,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","12 - Scienze biologiche",81,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","13 - Scienze dei beni culturali",246,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","14 - Scienze della comunicazione",222,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","15 - Scienze politiche e delle relazioni internazionali",364,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","16 - Scienze della Terra",38,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","18 - Scienze dell'educazione e della formazione",1818,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","19 - Scienze dell'amministrazione",118,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","23 - Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda",393,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","25 - Scienze e tecnologie fisiche",40,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","28 - Scienze economiche",744,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","29 - Filosofia",101,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","31 - Scienze giuridiche",1146,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","32 - Scienze matematiche",56,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","35 - Scienze sociali per la cooperazione, lo sviluppo e la pace",122,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","38 - Scienze storiche",166,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","4 - Scienze dell'architettura e dell'ingegneria edile",194,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","5 - Lettere",244,"Umanistica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","6 - Scienze del servizio sociale",43,"Sociale","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","8 - Ingegneria civile e ambientale",91,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi ROMA TRE","9 - Ingegneria dell'informazione",448,"Scientifica","Roma","Roma","Lazio","Centro","Pubblica",1992
"2003/2004","Università degli Studi Suor Orsola Benincasa","11 - Lingue e culture moderne",82,"Umanistica","Napoli","Napoli","Campania","Sud","Privata",1864
"2003/2004","Università degli Studi Suor Orsola Benincasa","13 - Scienze dei beni culturali",293,"Umanistica","Napoli","Napoli","Campania","Sud","Privata",1864
"2003/2004","Università degli Studi Suor Orsola Benincasa","14 - Scienze della comunicazione",258,"Sociale","Napoli","Napoli","Campania","Sud","Privata",1864
"2003/2004","Università degli Studi Suor Orsola Benincasa","18 - Scienze dell'educazione e della formazione",1145,"Umanistica","Napoli","Napoli","Campania","Sud","Privata",1864
"2003/2004","Università degli Studi Suor Orsola Benincasa","31 - Scienze giuridiche",204,"Sociale","Napoli","Napoli","Campania","Sud","Privata",1864
"2003/2004","Università degli Studi Suor Orsola Benincasa","39 - Scienze del turismo",22,"Sociale","Napoli","Napoli","Campania","Sud","Privata",1864
"2003/2004","Università degli Studi Suor Orsola Benincasa","41 - Tecnologie per la conservazione e il restauro dei beni culturali",27,"Scientifica","Napoli","Napoli","Campania","Sud","Privata",1864
"2003/2004","Università degli Studi Suor Orsola Benincasa","6 - Scienze del servizio sociale",186,"Sociale","Napoli","Napoli","Campania","Sud","Privata",1864
"2003/2004","Università degli Studi de L'AQUILA","1 - Biotecnologie",152,"Scientifica","L'Aquila","L'Aquila","Abruzzo","Sud","Pubblica",1952
"2003/2004","Università degli Studi de L'AQUILA","10 - Ingegneria industriale",353,"Scientifica","L'Aquila","L'Aquila","Abruzzo","Sud","Pubblica",1952
"2003/2004","Università degli Studi de L'AQUILA","11 - Lingue e culture moderne",47,"Umanistica","L'Aquila","L'Aquila","Abruzzo","Sud","Pubblica",1952
"2003/2004","Università degli Studi de L'AQUILA","12 - Scienze biologiche",193,"Scientifica","L'Aquila","L'Aquila","Abruzzo","Sud","Pubblica",1952
"2003/2004","Università degli Studi de L'AQUILA","13 - Scienze dei beni culturali",85,"Umanistica","L'Aquila","L'Aquila","Abruzzo","Sud","Pubblica",1952
"2003/2004","Università degli Studi de L'AQUILA","14 - Scienze della comunicazione",126,"Sociale","L'Aquila","L'Aquila","Abruzzo","Sud","Pubblica",1952
"2003/2004","Università degli Studi de L'AQUILA","17 - Scienze dell'economia e della gestione aziendale",238,"Sociale","L'Aquila","L'Aquila","Abruzzo","Sud","Pubblica",1952
"2003/2004","Università degli Studi de L'AQUILA","18 - Scienze dell'educazione e della formazione",384,"Umanistica","L'Aquila","L'Aquila","Abruzzo","Sud","Pubblica",1952
"2003/2004","Università degli Studi de L'AQUILA","2 - Scienze dei servizi giuridici",78,"Sociale","L'Aquila","L'Aquila","Abruzzo","Sud","Pubblica",1952
"2003/2004","Università degli Studi de L'AQUILA","21 - Scienze e tecnologie chimiche",22,"Scientifica","L'Aquila","L'Aquila","Abruzzo","Sud","Pubblica",1952
"2003/2004","Università degli Studi de L'AQUILA","23 - Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda",68,"Umanistica","L'Aquila","L'Aquila","Abruzzo","Sud","Pubblica",1952
"2003/2004","Università degli Studi de L'AQUILA","25 - Scienze e tecnologie fisiche",31,"Scientifica","L'Aquila","L'Aquila","Abruzzo","Sud","Pubblica",1952
"2003/2004","Università degli Studi de L'AQUILA","26 - Scienze e tecnologie informatiche",182,"Scientifica","L'Aquila","L'Aquila","Abruzzo","Sud","Pubblica",1952
"2003/2004","Università degli Studi de L'AQUILA","27 - Scienze e tecnologie per l'ambiente e la natura",49,"Scientifica","L'Aquila","L'Aquila","Abruzzo","Sud","Pubblica",1952
